"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","23581"
"query","Query:[tag=""N.*""& tag!=""NNSZ"" & tag!=""NNZ""& tag!=""NPZ""& tag!=""NPSZ""][tag=""VVN"" & lemma =""design""] [tag=""N.*""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"toyota.co.nz","New Zealand in the generously equipped SX grade only, the Corolla sedan has a completely redesigned interior with new","ergonomically designed meters",", newly developed fabric seats, single zone air conditioning, smart key entry and Qi wireless device charger. </s><s> Powered"
"cmcmusic.com.au",". </s><s> The Ernie Ball Music Man James Valentine ""Valentine"" guitar features a slab ash body, two Ernie Ball Music","Man designed pickups","(1-humbucker/1-single coil), with 3-way custom wired lever switch, coil tap, modern hardtail bridge with vintage"
"socccd.edu",": enrollment is up more than 4 percent over last year; another successful Astounding Inventions event in which over 240","students designed inventions","; New York artist Shirley Harris is exhibiting her work through February 28 as part of Black History Month; Tom Wall"
"newportricheyfloridahomes.net","lifestyle where scenic water views,boating,& jet skiing encompass your backyard. </s><s> Exquisite details include","kitchen designed w","/ distinction featuring eat in area, wood cabinets, granite counters & buffet cabinet quintessential for serving"
"exetermemories.co.uk","red brick building on the right was the station master''s house. </s><s> The Cornishman leaves St David''s, circa 1900. </s><s> Note the","Fox designed roof","over the platforms. </s><s> A Bristol and Exeter Railway 4-2-4T in 1876 outside St David''s engine shed. </s><s> Training course on """
"ucsb.edu","to Tijuana, Mexico to create different devices that will be used to benefit the people living there. </s><s> This includes a","custom designed stove","that was presented to the Mexican government and was funded and approved. </s><s> He also works as a mentor to many"
"patentsencyclopedia.com","vector is replicated in a host, as well as features, for example antibiotic resistance elements. </s><s> For example, the in","silico designed experiment","can be a cloning experiment, such as a recombinational cloning experiment, as discussed in further detail herein. </s><s> For"
"westtnstem.org",", civic experiences and environmental sites. </s><s> This grant contributes to science & math education by investing in","teacher designed projects","for students in Grades K-5. </s><s> Teachers are invited to apply for a $1,000 Toshiba America Foundation grant to help bring an"
"homeontherange.ca","if you are looking for that specially tailored adventure, created with only you in mind, contact out staff to discuss a","custom designed tour","that will meet your particular needs and desires. </s><s> You may spend time roaming the lush western Canadian and Rocky"
"patentsencyclopedia.com","instructions for providing a customized list of one or more biotechnology products and/or services related to the in","silico designed biotechnology","experiment or the product of that experiment. </s><s> [0015] In these embodiments, the second computer program product"
"houzz.co.nz","bottles of wine on the bottom and a display row on top. </s><s> This wine room then has a second display row and 11 bottles above. </s><s> A","custom designed walk","in wine cellar such as this allows the customer to diplay a bottle and unload the case either above or below that display"
"thedroidguru.com","support. </s><s> While the regular OnePlus 6T device comes with 6GB/8GB of RAM and 128GB/256GB onboard storage. </s><s> The strong","McLaren designed AA","quality carbon fiber cover and Papaya Orange color mixture looks iconic. </s><s> McLaren is the British Supercar"
"powernationtv.com","FIT. </s><s> IT FEATURES A TREMEC SIX SPEED MANUAL TRANSMISSION AND ALL THE PARTS YOU NEED TO GET IT INSTALLED, INCLUDING A","CUSTOM DESIGNED CORVETTE","CROSS MEMBER. </s><s> FOR MORE INFORMATION GO TO THEIR WEBSITE, AMERICAN POWERTRAIN DOT COM, AND TO SEE MORE TECH LIKE YOU SAW"
"lehigh.edu","<s> Important Information </s><s> Creature Counting etc. </s><s> To enhance student learning, graduate students in Lehigh''s College of","Education designed video","games that were used as part of classroom instruction in history, math, science and technology. </s><s> Ph.D.-candidate"
"swssec.com","significantly above and below. </s><s> Built by me for my personal use. </s><s> Kit comes in a Halliburton case, and consists of a","custom designed receiver","professionally packaged in a metal chassis about the size of a cigar box, 4 channels, Type N antenna connector input,"
"hardnewsmedia.com","Wiesenthal to be a former Nazi and driven out of office.) But before the conservatives went, 160 numbers of the Gerald","Bull designed howitzers",", the Noricum GHN45 were manufactured and assembled for shipment to Iraq. </s><s> (Gerald Bull was killed by Israel''s Mossad in"
"ncth.com","equipment, massage rooms, sauna, squash court, tennis court and other fitness facilities. </s><s> The resort''s 133","luxury designed guest","rooms and 6 private Waterfront Villas are combined with award-winning cuisines and a full range of sports and"
"vancouver-real-estate-direct.com",", penthouse lofts with sixteen foot ceiling heights, storage, great kitchens and bathrooms in addition to three","custom designed colour","schemes to choose from that include Espresso, Cinnamon and Natural. </s><s> Quattro Living in Surrey will also provide"
"idm.net.au","type of document management,"" said Julia O''Connell, Quantivate''s senior vice president of product development. </s><s> ""","Quantivate designed Policy","and Document Management to significantly reduce the time and effort required for a typical document lifecycle"
"galactic-voyage.com","their defenses and take that shield down! </s><s> Dozens of Star fighters are diving towards the planet surface Led by a","special designed Jedi","Star fighter. </s><s> Anakin Okay Guys here we go; this atmosphere is like soup and a lot of electrical discharges so don''t get"
"rega.co.uk","and the Franco-Chechen arts centre from Paris. </s><s> RX1 Wall Bracket </s><s> The RX1 loudspeakers can also be wall mounted. </s><s> This","Rega designed wall","bracket is easy to fit and is supplied with all the fixing screws and parts required. </s><s> With some patience, you can grow a"
"umn.edu","a talk on forest botanical enterprise opportunities and a forest meditation exercise... </s><s> This Interdisciplinary,","self designed Master","of Professional Studies program prioritizes applied research skills, creative and innovative problem solving,"
"bennerandsons.us","offers complete residential and commercial mural installation to Transform your home or office space. </s><s> We can create a","custom designed space","using the latest wall mural installation technology. </s><s> We offer experienced design advice, professional mounting and"
"gwpda.org","battle once the superior fire control rationale fell through. </s><s> But then, the name stuck, so we have to deal with it. </s><s> Other","navies designed battlecruisers","that were perhaps more worthy of the name. </s><s> Lacking Fisher''s original conception (with advanced fire-control at its"
"loudmeyell.com","toys with creativeness. </s><s> As samples, we have brought collection of Awesome Munny Designs. </s><s> Enjoy scrolling these","cool designed Munny","figures that are created by totally different galvanized artists. </s><s> Kingsway Guest House Edinburgh 5 East Mayfield,"
"go-star.com","in Silver Lake that the city is now restoring for millions of dollars,"" Larson said from his home in Brentwood (itself a","Wright designed house",", one of only five in Los Angeles). </s><s> ""I remember looking past that house down onto Sunset Boulevard, where they''d shot the"
